"css-u1nut8 href","css-hqth87","css-q8j3hw","css-q8j3hw 2","css-q8j3hw 3","css-n4p85g","css-afgd57"
"https://www.madlan.co.il/listings/9wmNAZ22ZEy","‏8,499 ‏₪","2 חד׳","קומה 1","45 מ""ר","דירה, יורדי הסירה 11, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/Reiw5cpImMR","‏9,500 ‏₪","3 חד׳","קומה 1","60 מ""ר","דירה, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/XcVpjIMn1hT","‏7,800 ‏₪","2 חד׳","קומת קרקע","55 מ""ר","דירת גן, ארבע ארצות , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/5zwAb9u61kR","‏10,550 ‏₪","3 חד׳","קומה 1","75 מ""ר","דירה, שדרות נורדאו 13, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/ZgCc5g69JXp","‏10,000 ‏₪","3 חד׳","קומה 3","80 מ""ר","דירה, בזל , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/DU7BoqKLzsQ","‏11,200 ‏₪","4 חד׳","קומה 2","92 מ""ר","דירה, ז'בוטינסקי , הצפון הישן החלק המרכזי","תיווך"
"https://www.madlan.co.il/listings/pTQFgseekaN","‏8,500 ‏₪","3 חד׳","קומה 2","55 מ""ר","דירה, אבן גבירול 167, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/x0Omd0mDYpX","‏10,900 ‏₪","3 חד׳","קומה 5","70 מ""ר","דירה, עובדיה מברטנורה , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/pacA5AHF0rn","‏8,000 ‏₪","2.5 חד׳","קומה 2","70 מ""ר","דירה, אבן גבירול , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/eSneRfk2TbN","‏12,500 ‏₪","3 חד׳","קומה 1","75 מ""ר","דירה, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/sR9Uqa7RRcA","‏8,400 ‏₪","2 חד׳","קומה 2","70 מ""ר","דירה, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/D8EcO0urYOl","‏8,700 ‏₪","3 חד׳","קומה 5","70 מ""ר","דירה, הורקנוס , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/kIJUlPtl1He","‏9,000 ‏₪","חדר אחד","קומה 5","100 מ""ר","פנטהאוז, הירקון 280, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/7JJPsV41iOq","‏14,000 ‏₪","3 חד׳","קומה 1","100 מ""ר","דירה, עמוס 41, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/sBBmCagpdKD","‏7,600 ‏₪","3 חד׳","קומה 3","75 מ""ר","דירה, הבשן , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/JgA3Qke6H85","‏4,900 ‏₪","2 חד׳","קומת קרקע","50 מ""ר","דירה, הבשן 1, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/7H1r4gozDMh","‏8,500 ‏₪","4 חד׳","קומת קרקע","70 מ""ר","דירה, אלכסנדר ינאי , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/pEUOklgeg5f","‏28,500 ‏₪","3 חד׳","קומה 4","130 מ""ר","דירה, הירקון , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/xd5uh5MmDej","‏21,500 ‏₪","5 חד׳","קומה 12","140 מ""ר","דירה, בזל 35, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/jnoPi26lIIq","‏8,000 ‏₪","2 חד׳","קומה 3","50 מ""ר","דירה, נחום הנביא , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/NrR0Uxhsw84","‏25,000 ‏₪","4 חד׳","קומה 6","120 מ""ר","פנטהאוז, יהושע בן נון , הצפון הישן החלק המרכזי","תיווך"
"https://www.madlan.co.il/listings/NVm0FYH4ldF","‏21,500 ‏₪","4 חד׳","קומה 2","120 מ""ר","דירה, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/1TZI1eh6A76","‏7,600 ‏₪","3 חד׳","קומה 3","80 מ""ר","דירה, הבשן 1, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/JSfBaqAkYOB","‏15,250 ‏₪","3.5 חד׳","קומה 4","82 מ""ר","דירה, שדרות נורדאו , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/W0KGPSeCgiy","‏12,250 ‏₪","3 חד׳","קומה 4","73 מ""ר","דירה, שדרות נורדאו 18, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/kNjF8dFCQip","‏9,500 ‏₪","3 חד׳","קומה 3","90 מ""ר","דירה, נחום הנביא , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/hW9l9q0HEhO","‏16,000 ‏₪","3 חד׳","קומה 4","100 מ""ר","דירה, הירקון , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/cnqnB8qt3JL","‏1,800 ‏₪","חדר אחד","קומה 1","24 מ""ר","דירה, הבשן 1, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/v4ARlDCwpGu","","4 חד׳","קומה 4","140 מ""ר","פנטהאוז, הירקון 288, הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/DNoyYWyiu4P","‏8,400 ‏₪","2 חד׳","60 מ""ר","","דירה, אשתורי הפרחי , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/HGhuCuvANqk","‏15,500 ‏₪","4 חד׳","קומה 4","100 מ""ר","דירה, שמעון התרסי , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/gm8yhqLfe3f","‏12,500 ‏₪","3 חד׳","קומה 2","100 מ""ר","דירה, יואל הנביא , הצפון הישן החלק הצפוני","תיווך"
"https://www.madlan.co.il/listings/1xShBO2sVqg","‏7,700 ‏₪","3 חד׳","קומה 1","80 מ""ר","דירה, שור 3, הצפון החדש סביבת כיכר המדינה",""
"https://www.madlan.co.il/listings/6lOBwoIUXal","‏10,800 ‏₪","4 חד׳","קומה 3","80 מ""ר","דירה, וורמיזא , הצפון הישן החלק המרכזי","תיווך"
"https://www.madlan.co.il/listings/IyXWFjqe0lj","‏6,700 ‏₪","2 חד׳","קומה 1","62 מ""ר","דירה, זלטופולסקי , הצפון הישן החלק המרכזי","תיווך"
