"css-u1nut8 href","css-hqth87","css-q8j3hw","css-q8j3hw 2","css-q8j3hw 3","css-n4p85g","css-afgd57"
"https://www.madlan.co.il/listings/P7cpgMMenqQ","‏7,400 ‏₪","3 חד׳","קומה 8","78 מ""ר","דירה, הרא""ה 90, שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/w72J6zousLf","‏8,400 ‏₪","4 חד׳","קומה 8","90 מ""ר","דירה, הרא""ה 90, שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/L1laeEvOckM","‏8,200 ‏₪","4 חד׳","קומה 7","90 מ""ר","דירה, הרא""ה 90, שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/sfgvYeWGbcL","‏8,800 ‏₪","4 חד׳","קומה 10","90 מ""ר","דירה, שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/tHqR6GSp5MY","‏9,700 ‏₪","3 חד׳","קומת קרקע","75 מ""ר","דירה, הרא""ה , שכונת הלל","בבלעדיות"
"https://www.madlan.co.il/listings/XgHGRJnOI98","‏7,500 ‏₪","4 חד׳","קומת קרקע","90 מ""ר","דירת גן, הגלגל , שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/G3moMejrC09","‏9,300 ‏₪","5 חד׳","קומה 5","113 מ""ר","דירה, שכונת הלל","בבלעדיות"
"https://www.madlan.co.il/listings/4MjxV7F9XVk","‏7,500 ‏₪","3 חד׳","קומה 4","73 מ""ר","דירה, יד לבנים","תיווך"
"https://www.madlan.co.il/listings/ZHbS9xVRk7G","‏6,500 ‏₪","2 חד׳","קומה 7","58 מ""ר","דירה, שכונת הלל","תיווך"
"https://www.madlan.co.il/listings/0YlZTIUi6Ak","‏9,500 ‏₪","5 חד׳","קומה 7","107 מ""ר","דירה, הרא""ה , הר שלום","תיווך"
"https://www.madlan.co.il/listings/gB989uhWTlI","‏630 ‏₪","12 מ""ר","","","חניה, עוזיאל 7, יד לבנים",""
"https://www.madlan.co.il/listings/5Vq9qa3pCU2","‏7,900 ‏₪","4.5 חד׳","קומה 3","100 מ""ר","דירת גג, הגת 12, מרכז העיר ג'",""
"https://www.madlan.co.il/listings/Yb9WNX0CXve","‏4,200 ‏₪","2.5 חד׳","קומה 1","65 מ""ר","דירה, לביא , יד לבנים","תיווך"
"https://www.madlan.co.il/listings/HMUCB0OxLSj","‏4,200 ‏₪","2.5 חד׳","קומת קרקע","70 מ""ר","דירה, לביא , פועלי הרכבת","תיווך"
"https://www.madlan.co.il/listings/8tFokOxgtsj","‏4,900 ‏₪","2 חד׳","קומה 1","60 מ""ר","דירה, הזיתים 21, מרכז העיר ג'",""
"https://www.madlan.co.il/listings/WXnf5LERRQ1","‏6,500 ‏₪","5 חד׳","קומה 1","120 מ""ר","דירה, הבנים 3, הר שלום",""
"https://www.madlan.co.il/listings/IqVpLH1miPV","‏20,600 ‏₪","5 חד׳","קומה 8","180 מ""ר","פנטהאוז, הפטמן 10, מרכז העיר ג'","תיווך"
"https://www.madlan.co.il/listings/NiBrj817lnG","‏8,500 ‏₪","4 חד׳","קומה 1","100 מ""ר","דירה, צל הגבעה 3, יד לבנים","תיווך"
"https://www.madlan.co.il/listings/CsxRitIudX7","‏4,750 ‏₪","2 חד׳","קומת קרקע","60 מ""ר","דירה, לביא 6, פועלי הרכבת",""
