"css-u1nut8 href","css-hqth87","css-q8j3hw","css-q8j3hw 2","css-q8j3hw 3","css-n4p85g","css-afgd57"
"https://www.madlan.co.il/listings/ppbbAp8JAF5","‏10,500 ‏₪","5 חד׳","קומה 8","124 מ""ר","דירה, יצחק ארנסט נבנצל 11, מורדות ארנונה","בבלעדיות"
"https://www.madlan.co.il/listings/SZwGAQvoPng","‏8,300 ‏₪","4 חד׳","קומה 1","121 מ""ר","דירה, פרופ' יעקב נאמן 18, מורדות ארנונה",""
"https://www.madlan.co.il/listings/guQGgFdo8Mh","‏6,200 ‏₪","3 חד׳","קומה 3","60 מ""ר","דירה, פייר קניג 17, בקעה",""
"https://www.madlan.co.il/listings/8CDjzyOEPjy","‏10,500 ‏₪","5 חד׳","קומה 8","124 מ""ר","דירה, יצחק ארנסט נבנצל 11, מורדות ארנונה","בבלעדיות"
"https://www.madlan.co.il/listings/X9qT1fQldxB","‏8,300 ‏₪","4 חד׳","קומה 4","110 מ""ר","דירה, יעקב נאמן 18, מורדות ארנונה","תיווך"
"https://www.madlan.co.il/listings/KIV0JLiCm1A","‏7,200 ‏₪","3 חד׳","קומה 2","76 מ""ר","דירה, יצחק ארנסט נבנצל 11, מורדות ארנונה",""
"https://www.madlan.co.il/listings/CJSeAz85Zv7","‏9,790 ‏₪","5 חד׳","קומה 3","140 מ""ר","דירה, נבנצל יצחק ארנסט 11, מורדות ארנונה",""
"https://www.madlan.co.il/listings/qusiwlLI2cy","‏9,500 ‏₪","5 חד׳","קומה 6","130 מ""ר","דירה, שמעון מישורי , מורדות ארנונה","תיווך"
"https://www.madlan.co.il/listings/fWeTkb2S3q4","‏8,000 ‏₪","4 חד׳","קומה 2","110 מ""ר","דירה, יעקב נאמן , מורדות ארנונה","תיווך"
"https://www.madlan.co.il/listings/OfaT1UnVLAv","‏8,000 ‏₪","4 חד׳","קומה 2","109 מ""ר","דירה, יעקב נאמן 18, מורדות ארנונה","תיווך"
"https://www.madlan.co.il/listings/joD5yFui8Ai","‏4,800 ‏₪","2 חד׳","קומה 3","45 מ""ר","דירה, דרך חברון , בקעה","תיווך"
"https://www.madlan.co.il/listings/M37z9p3JWCo","‏9,000 ‏₪","5 חד׳","קומה 10","123 מ""ר","דירה, יצחק ארנסט נבנצל , מורדות ארנונה","תיווך"
"https://www.madlan.co.il/listings/BRuP4R1QtXh","‏12,000 ‏₪","5 חד׳","קומה 8","125 מ""ר","דירה, דרך בית לחם , שיכוני תלפיות","תיווך"
"https://www.madlan.co.il/listings/cB01OhB5CUx","","6 חד׳","קומה 4","225 מ""ר","אחר, פועלי צדק , א.ת. תלפיות","תיווך"
