City,Neighborhood,price,rooms,price_per_room,price_per_sqm,size_sqm
Tel Aviv,Old North Southwest,22000.0,4.0,5500.0,200.0,110.0
Tel Aviv,Old North Southwest,12000.0,3.0,4000.0,150.0,80.0
Tel Aviv,Old North Southwest,16000.0,3.0,5333.33,152.38,105.00065625410159
Tel Aviv,Old North Southwest,12900.0,4.0,3225.0,144.94,89.00234579826135
Tel Aviv,Frishman,12500.0,3.0,4166.67,126.26,99.00205924283225
Tel Aviv,Old North Southwest,9000.0,2.5,3600.0,142.86,62.99874002519949
Tel Aviv,Old North Southwest,5500.0,2.5,2200.0,96.49,57.000725463778636
Tel Aviv,Old North Southwest,15000.0,4.0,3750.0,93.75,160.0
Tel Aviv,Lev Tel Aviv West,14000.0,3.0,4666.67,175.0,80.0
Tel Aviv,Old North Southwest,13900.0,3.0,4633.33,198.57,70.00050360074533
Tel Aviv,Old North Southwest,6200.0,2.0,3100.0,147.62,41.99972903400623
Tel Aviv,Old North Southwest,12500.0,4.0,3125.0,152.44,81.9994752033587
Tel Aviv,Old North Southwest,9000.0,2.0,4500.0,66.67,134.99325033748312
Tel Aviv,Old North Southwest,13500.0,3.0,4500.0,180.0,75.0
Tel Aviv,Old North Southwest,6900.0,2.0,3450.0,106.15,65.00235515779556
Tel Aviv,Old North Southwest,12000.0,4.0,3000.0,146.34,82.00082000820008
Tel Aviv,Old North Southwest,17000.0,3.0,5666.67,77.27,220.00776497994048
Tel Aviv,Old North Southwest,13000.0,4.0,3250.0,152.94,85.00065385118347
Tel Aviv,Old North Southwest,19800.0,4.0,4950.0,188.57,105.00079546057168
Tel Aviv,Old North Southeast,14900.0,2.0,7450.0,177.38,84.00045100913293
Tel Aviv,Lev Tel Aviv West,11700.0,3.5,3342.86,117.0,100.0
Tel Aviv,Lev Tel Aviv West,9950.0,3.0,3316.67,142.14,70.00140706345857
Tel Aviv,Old North Southeast,14900.0,2.0,7450.0,169.32,87.99905504370423
Tel Aviv,Old North Southeast,6800.0,2.0,3400.0,136.0,50.0
Tel Aviv,Old North North,5500.0,1.5,3666.67,137.5,40.0
Tel Aviv,Old North North,7500.0,2.0,3750.0,136.36,55.00146670577882
Tel Aviv,Old North North,9500.0,3.0,3166.67,146.15,65.00171057133082
Tel Aviv,Old North North,11000.0,3.0,3666.67,169.23,65.00029545588843
Tel Aviv,Old North North,5300.0,2.0,2650.0,117.78,44.99915095941586
Tel Aviv,Old North North,19500.0,4.0,4875.0,195.0,100.0
Tel Aviv,Old North North,9500.0,2.5,3800.0,131.94,72.00242534485372
Tel Aviv,Old North North,6500.0,2.0,3250.0,162.5,40.0
Tel Aviv,Old North North,7300.0,2.5,2920.0,93.59,77.99978630195534
Tel Aviv,Old North North,7000.0,3.0,2333.33,100.0,70.0
Tel Aviv,Old North North,8700.0,2.5,3480.0,145.0,60.0
Tel Aviv,Tel Aviv Port,10500.0,3.0,3500.0,123.53,84.99959524002267
Tel Aviv,Old North North,8499.0,2.0,4249.5,188.87,44.99920580293323
Tel Aviv,Old North North,9500.0,3.0,3166.67,158.33,60.00126318448809
Tel Aviv,Old North North,7800.0,2.0,3900.0,141.82,54.99929488083487
Tel Aviv,Old North North,10550.0,3.0,3516.67,140.67,74.99822279092913
Tel Aviv,Old North North,10000.0,3.0,3333.33,125.0,80.0
Tel Aviv,Old North Central,11200.0,4.0,2800.0,121.74,91.99934286183671
Tel Aviv,Old North North,8500.0,3.0,2833.33,154.55,54.99838240051763
Tel Aviv,Old North North,10900.0,3.0,3633.33,155.71,70.00192665853189
Tel Aviv,Old North North,8000.0,2.5,3200.0,114.29,69.9973750984338
Tel Aviv,Old North North,12500.0,3.0,4166.67,166.67,74.9985000299994
Tel Aviv,Old North North,8400.0,2.0,4200.0,120.0,70.0
Tel Aviv,Old North North,8700.0,3.0,2900.0,124.29,69.99758629012793
Tel Aviv,Old North North,14000.0,3.0,4666.67,140.0,100.0
Tel Aviv,Old North North,7600.0,3.0,2533.33,101.33,75.0024671864206
Tel Aviv,Old North North,4900.0,2.0,2450.0,98.0,50.0
Tel Aviv,Old North North,8500.0,4.0,2125.0,121.43,69.9991764802767
Tel Aviv,Old North North,28500.0,3.0,9500.0,219.23,130.0004561419514
Tel Aviv,Old North North,21500.0,5.0,4300.0,153.57,140.00130233769616
Tel Aviv,Old North North,8000.0,2.0,4000.0,160.0,50.0
Tel Aviv,Old North Central,25000.0,4.0,6250.0,208.33,120.00192003072048
Tel Aviv,Old North North,21500.0,4.0,5375.0,179.17,119.99776748339566
Tel Aviv,Old North North,7600.0,3.0,2533.33,95.0,80.0
Tel Aviv,Old North North,15250.0,3.5,4357.14,185.98,81.9980643079901
Tel Aviv,Old North North,12250.0,3.0,4083.33,167.81,72.9992253143436
Tel Aviv,Old North North,9500.0,3.0,3166.67,105.56,89.99621068586586
Tel Aviv,Old North North,16000.0,3.0,5333.33,160.0,100.0
Tel Aviv,Old North North,15500.0,4.0,3875.0,155.0,100.0
Tel Aviv,Old North North,12500.0,3.0,4166.67,125.0,100.0
Tel Aviv,New North - Kikar HaMedina,7700.0,3.0,2566.67,96.25,80.0
Tel Aviv,Old North Central,10800.0,4.0,2700.0,135.0,80.0
Tel Aviv,Old North Central,6700.0,2.0,3350.0,108.06,62.002591153063115
Tel Aviv,Lev Tel Aviv,12000.0,2.0,6000.0,196.72,61.000406669377796
Tel Aviv,Lev Tel Aviv,9500.0,3.0,3166.67,135.71,70.00221059612409
Tel Aviv,Lev Tel Aviv,10800.0,3.0,3600.0,154.29,69.9980556095664
Tel Aviv,Lev Tel Aviv,15000.0,4.0,3750.0,125.0,120.0
Tel Aviv,Lev Tel Aviv,8000.0,2.5,3200.0,160.0,50.0
Tel Aviv,Lev Tel Aviv,8500.0,3.5,2428.57,121.43,69.9991764802767
Tel Aviv,Lev Tel Aviv,9600.0,4.0,2400.0,120.0,80.0
Tel Aviv,Lev Tel Aviv,19980.0,4.5,4440.0,134.09,149.00440002983072
Tel Aviv,Lev Tel Aviv,9500.0,9.0,1055.56,70.37,135.00071053005541
Tel Aviv,Lev Tel Aviv,13000.0,2.0,6500.0,216.67,59.99907693727789
Tel Aviv,Sarona,7500.0,2.5,3000.0,125.0,60.0
Tel Aviv,Lev Tel Aviv,18000.0,2.0,9000.0,109.09,165.00137501145844
Tel Aviv,Lev Tel Aviv,9500.0,3.0,3166.67,121.79,78.003120124805
Tel Aviv,Lev Tel Aviv,9000.0,3.0,3000.0,128.57,70.00077778641985
Tel Aviv,Lev Tel Aviv,11500.0,3.0,3833.33,147.44,77.99782962561042
Tel Aviv,Lev Tel Aviv,14980.0,4.0,3745.0,149.8,99.99999999999999
Tel Aviv,Lev Tel Aviv,11000.0,4.0,2750.0,84.62,129.99290947766485
Tel Aviv,Lev Tel Aviv,19000.0,4.0,4750.0,211.11,90.00047368670361
Tel Aviv,Lev Tel Aviv,13000.0,3.0,4333.33,185.71,70.00161542189434
Tel Aviv,Lev Tel Aviv,15900.0,3.0,5300.0,187.06,84.99946541216721
Tel Aviv,Lev Tel Aviv,12500.0,3.0,4166.67,166.67,74.9985000299994
Tel Aviv,Lev Tel Aviv,12000.0,3.0,4000.0,181.82,65.99934000659994
Tel Aviv,Lev Tel Aviv,13200.0,3.0,4400.0,176.0,75.0
Tel Aviv,Old North Southeast,7200.0,3.0,2400.0,110.77,64.99954861424574
Tel Aviv,Lev Tel Aviv,6750.0,2.0,3375.0,135.0,50.0
Tel Aviv,Lev Tel Aviv,18000.0,5.0,3600.0,120.0,150.0
Tel Aviv,Lev Tel Aviv,17500.0,5.0,3500.0,134.62,129.99554300995393
Tel Aviv,Lev Tel Aviv,9600.0,4.0,2400.0,73.85,129.99322951929588
Tel Aviv,Lev Tel Aviv,8200.0,3.0,2733.33,122.39,66.99893782171746
Tel Aviv,Lev Tel Aviv,9000.0,2.0,4500.0,155.17,58.00090223625701
Tel Aviv,Lev Tel Aviv,9000.0,2.0,4500.0,163.64,54.998777804937674
Tel Aviv,Lev Tel Aviv,8000.0,3.0,2666.67,123.08,64.99837504062398
Tel Aviv,Lev Tel Aviv,6000.0,1.5,4000.0,142.86,41.99916001679966
Tel Aviv,Lev Tel Aviv,6200.0,2.0,3100.0,137.78,44.99927420525476
Tel Aviv,Lev Tel Aviv,10900.0,4.0,2725.0,90.83,120.00440383133326
Tel Aviv,Lev Tel Aviv,9500.0,3.0,3166.67,105.56,89.99621068586586
Tel Aviv,Lev Tel Aviv,6000.0,2.0,3000.0,133.33,45.0011250281257
Tel Aviv,Lev Tel Aviv,21000.0,5.0,4200.0,131.25,160.0
Tel Aviv,Lev Tel Aviv,5200.0,2.0,2600.0,104.0,50.0
Tel Aviv,Lev Tel Aviv,35000.0,3.0,11666.67,243.06,143.99736690529087
Tel Aviv,Lev Tel Aviv,14500.0,3.0,4833.33,152.63,95.00098276878727
Tel Aviv,South Rothschild,30000.0,4.0,7500.0,205.48,145.9996106677049
Tel Aviv,Old North Southeast,10500.0,3.0,3500.0,136.36,77.00205338809035
Tel Aviv,Old North Southeast,8400.0,3.0,2800.0,105.0,80.0
Tel Aviv,Old North Southeast,10500.0,3.0,3500.0,116.67,89.99742864489586
Tel Aviv,Old North Southeast,4950.0,2.0,2475.0,99.0,50.0
Tel Aviv,Old North Southeast,18000.0,4.0,4500.0,180.0,100.0
Tel Aviv,Old North Southeast,7500.0,2.5,3000.0,107.14,70.00186671644578
Tel Aviv,Old North Southeast,12800.0,4.0,3200.0,128.0,100.0
Tel Aviv,Old North Southeast,9000.0,3.0,3000.0,112.5,80.0
Tel Aviv,Old North Southeast,15000.0,3.0,5000.0,150.0,100.0
Tel Aviv,Old North Southeast,8100.0,3.0,2700.0,135.0,60.0
Tel Aviv,Old North Southeast,7000.0,2.0,3500.0,116.67,59.99828576326391
Tel Aviv,Old North Southeast,6750.0,2.0,3375.0,150.0,45.0
Tel Aviv,Old North Southeast,6500.0,2.0,3250.0,130.0,50.0
Tel Aviv,Old North Southeast,10500.0,2.0,5250.0,140.0,75.0
Tel Aviv,Old North Southeast,9800.0,3.0,3266.67,115.29,85.00303582270794
Tel Aviv,Old North Southeast,11000.0,3.5,3142.86,157.14,70.00127275041365
Tel Aviv,Old North Central,10500.0,3.0,3500.0,136.36,77.00205338809035
Tel Aviv,Old North Southeast,12900.0,3.0,4300.0,129.0,100.0
Tel Aviv,Old North Southeast,10500.0,3.0,3500.0,143.84,72.99777530589543
Tel Aviv,Old North Southeast,7200.0,2.0,3600.0,128.57,56.000622229135885
Tel Aviv,Old North Southeast,12900.0,3.0,4300.0,198.46,65.00050387987504
Tel Aviv,Old North Southeast,13000.0,4.0,3250.0,132.65,98.00226159065208
Tel Aviv,Old North Southeast,9300.0,3.0,3100.0,116.25,80.0
Tel Aviv,Old North Southeast,9300.0,3.0,3100.0,109.41,85.00137098985468
Tel Aviv,Old North Southeast,7400.0,2.5,2960.0,113.85,64.99780412823891
Tel Aviv,Old North Southeast,14200.0,2.0,7100.0,161.36,88.00198314328209
Tel Aviv,Old North Southeast,7500.0,2.0,3750.0,150.0,50.0
Tel Aviv,Old North Southeast,15000.0,3.0,5000.0,166.67,89.99820003599929
Tel Aviv,Old North Southeast,10700.0,3.0,3566.67,133.75,80.0
Tel Aviv,Old North Southeast,9000.0,3.5,2571.43,94.74,94.99683343888537
Tel Aviv,Old North Southeast,40000.0,5.5,7272.73,166.67,239.9952000959981
Tel Aviv,Old North Southeast,11000.0,3.0,3666.67,137.5,80.0
Tel Aviv,Bitzaron,9200.0,3.0,3066.67,131.43,69.99923913870501
Tel Aviv,New North North,9200.0,3.0,3066.67,131.43,69.99923913870501
Tel Aviv,Old North Central,16000.0,4.0,4000.0,118.52,134.99831252109348
Tel Aviv,New North - Kikar HaMedina,11000.0,3.0,3666.67,129.41,85.0011591067151
Tel Aviv,Shikun Amami Gimel,5500.0,2.0,2750.0,87.3,63.00114547537228
Tel Aviv,New North South,14000.0,3.0,4666.67,132.08,105.99636583888551
Tel Aviv,Sarona,9000.0,2.0,4500.0,160.71,56.00149337315661
Tel Aviv,Ramat Aviv Gimel,12800.0,4.0,3200.0,98.46,130.0020312817388
Tel Aviv,New North North,14500.0,3.0,4833.33,166.67,86.99826003479932
Tel Aviv,Ramat Aviv Gimel,16000.0,5.0,3200.0,117.65,135.99660008499788
Tel Aviv,Central Jaffa,11250.0,3.0,3750.0,118.42,95.00084445195068
Tel Aviv,Kiryat Shalom,7500.0,4.0,1875.0,89.29,83.9959681935267
Tel Aviv,Sarona,11900.0,4.0,2975.0,132.22,90.00151263046438
Tel Aviv,Ramat Aviv Gimel,8550.0,3.0,2850.0,106.88,79.99625748502994
Tel Aviv,Shapira,5600.0,2.5,2240.0,86.15,65.00290191526408
Tel Aviv,Shikun Bavli,10800.0,4.0,2700.0,93.91,115.00372697263337
Tel Aviv,Dakar,5800.0,3.0,1933.33,72.5,80.0
Tel Aviv,Sarona,14000.0,4.0,3500.0,135.92,103.00176574455563
Tel Aviv,Neve Shaanan,5600.0,3.0,1866.67,112.0,50.0
Tel Aviv,New North - Kikar HaMedina,12300.0,4.0,3075.0,87.86,139.99544730252674
Tel Aviv,New North South,7200.0,4.0,1800.0,80.0,90.0
Tel Aviv,Hatikva,5900.0,3.0,1966.67,67.82,86.9949867295783
Tel Aviv,Kiryat Shalom,8500.0,3.5,2428.57,53.12,160.01506024096386
Tel Aviv,Tel Haim,7000.0,4.0,1750.0,70.0,100.0
Tel Aviv,New North - Kikar HaMedina,13000.0,4.0,3250.0,125.0,104.0
Tel Aviv,Kerem HaTeimanim,12900.0,4.0,3225.0,143.33,90.0020930719319
Tel Aviv,New North North,8300.0,2.0,4150.0,184.44,45.00108436347864
Tel Aviv,New North North,9500.0,4.0,2375.0,100.0,95.0
Tel Aviv,Kerem HaTeimanim,11700.0,3.0,3900.0,146.25,80.0
Tel Aviv,Park Tzameret,40000.0,4.5,8888.89,200.0,200.0
Tel Aviv,Northern Business District,12000.0,4.0,3000.0,109.09,110.00091667430561
Tel Aviv,Yad Eliyahu,6000.0,3.0,2000.0,93.75,64.0
Tel Aviv,Neve Shaanan,5500.0,2.0,2750.0,91.67,59.99781826115414
Tel Aviv,Neve Shaanan,5300.0,3.0,1766.67,96.36,55.002075550020756
Tel Aviv,Neve Ofer,5500.0,3.5,1571.43,91.67,59.99781826115414
Tel Aviv,Montefiore,13500.0,3.0,4500.0,90.0,150.0
Tel Aviv,Tel Baruch North,9250.0,3.5,2642.86,102.78,89.99805409612765
Tel Aviv,Hadar Yosef,7500.0,3.0,2500.0,107.14,70.00186671644578
Tel Aviv,Ezra & HaArgazim,4200.0,2.0,2100.0,105.0,40.0
Tel Aviv,New North North,13000.0,3.0,4333.33,139.78,93.00329088567749
Tel Aviv,New North North,18000.0,5.0,3600.0,159.29,113.00144390733882
Tel Aviv,New North North,26000.0,5.0,5200.0,206.35,125.99951538647929
Tel Aviv,New North North,25000.0,4.5,5555.56,164.47,152.00340487626923
Tel Aviv,New North North,6800.0,2.5,2720.0,123.64,54.998382400517634
Tel Aviv,New North North,8000.0,2.5,3200.0,133.33,60.00150003750093
Tel Aviv,New North North,35000.0,6.0,5833.33,140.0,250.0
Tel Aviv,New North North,7500.0,2.5,3000.0,250.0,30.0
Tel Aviv,New North North,8000.0,2.5,3200.0,102.56,78.003120124805
Tel Aviv,New North North,10000.0,4.0,2500.0,105.26,95.00285008550256
Tel Aviv,New North North,15000.0,4.0,3750.0,150.0,100.0
Tel Aviv,New North North,9100.0,2.5,3640.0,144.44,63.00193852118527
Tel Aviv,New North North,20000.0,5.0,4000.0,155.04,128.99896800825593
Tel Aviv,New North - Kikar HaMedina,8700.0,3.5,2485.71,96.67,89.9968966587359
Tel Aviv,New North North,17000.0,4.0,4250.0,144.07,117.99819532171861
Tel Aviv,New North North,10500.0,3.5,3000.0,80.77,129.99876191655318
Tel Aviv,New North North,24800.0,4.0,6200.0,165.33,150.00302425452125
Tel Aviv,New North North,15000.0,4.0,3750.0,157.89,95.00285008550257
Tel Aviv,New North North,17000.0,4.0,4250.0,212.5,80.0
Tel Aviv,New North North,15000.0,3.0,5000.0,176.47,85.00028333427778
Tel Aviv,New North North,42000.0,6.0,7000.0,190.91,219.998952385941
Tel Aviv,New North North,21000.0,5.0,4200.0,151.08,138.99920571882444
Tel Aviv,New North North,10700.0,4.0,2675.0,118.89,89.99915888636555
Tel Aviv,New North North,13000.0,4.0,3250.0,136.84,95.00146156094709
Tel Aviv,New North North,7700.0,2.0,3850.0,106.94,72.00299233214886
Tel Aviv,New North North,11000.0,3.5,3142.86,100.0,110.0
Tel Aviv,New North North,10500.0,3.0,3500.0,150.0,70.0
Tel Aviv,New North North,25000.0,4.5,5555.56,166.67,149.9970000599988
Tel Aviv,New North North,25000.0,4.0,6250.0,166.67,149.9970000599988
Tel Aviv,New North North,25000.0,4.0,6250.0,164.47,152.00340487626923
Tel Aviv,New North North,25000.0,4.0,6250.0,178.57,140.00112000896007
Tel Aviv,Shikun Bavli,11000.0,4.0,2750.0,129.41,85.0011591067151
Tel Aviv,New North - Kikar HaMedina,23500.0,4.0,5875.0,165.49,142.00253791769896
Tel Aviv,New North - Kikar HaMedina,25000.0,4.5,5555.56,164.47,152.00340487626923
Tel Aviv,New North - Kikar HaMedina,21000.0,3.0,7000.0,87.5,240.0
Tel Aviv,New North - Kikar HaMedina,16000.0,4.0,4000.0,123.08,129.99675008124797
Ramat Gan,HaBiluim,7500.0,4.0,1875.0,70.75,106.00706713780919
Ramat Gan,HaBiluim,4800.0,3.0,1600.0,80.0,60.0
Ramat Gan,HaBiluim,5800.0,3.0,1933.33,72.5,80.0
Ramat Gan,HaBiluim,5400.0,3.0,1800.0,63.53,84.99921297025027
Ramat Gan,HaBiluim,10000.0,4.0,2500.0,108.7,91.99632014719411
Ramat Gan,HaBiluim,6500.0,4.0,1625.0,72.22,90.00276931597895
Ramat Gan,HaBiluim,6900.0,4.0,1725.0,69.0,100.0
Ramat Gan,HaBiluim,6000.0,4.0,1500.0,70.59,84.99787505312366
Ramat Gan,HaBiluim,7500.0,4.0,1875.0,83.33,90.00360014400576
Ramat Gan,Neve Yehoshua,6600.0,4.0,1650.0,71.74,91.99888486200167
Ramat Gan,Negba Complex,6200.0,3.5,1771.43,72.09,86.00360660285753
Ramat Gan,Tel Ganim,6700.0,3.5,1914.29,69.79,96.00229259206189
Ramat Gan,Neve Ram,5700.0,3.0,1900.0,103.64,54.998070243149364
Ramat Gan,Negba Complex,7100.0,4.5,1577.78,78.89,89.99873241221954
Ramat Gan,Negba Complex,6000.0,3.0,2000.0,84.51,70.99751508697196
Ramat Gan,Negba Complex,5200.0,3.0,1733.33,57.78,89.99653859466943
Ramat Gan,Tel Yehuda,7000.0,3.0,2333.33,93.33,75.00267866709525
Ramat Gan,Tel Yehuda,6900.0,4.0,1725.0,81.18,84.99630450849962
Ramat Gan,Tel Yehuda,7000.0,3.0,2333.33,100.0,70.0
Ramat Gan,Tel Yehuda,9500.0,5.0,1900.0,67.86,139.9941055113469
Ramat Gan,Tel Yehuda,8000.0,4.0,2000.0,84.21,95.00059375371097
Ramat Gan,Tel Yehuda,7000.0,4.0,1750.0,76.09,91.99632014719411
Ramat Gan,Tel Yehuda,8200.0,3.0,2733.33,97.62,83.99918049580003
Ramat Gan,Tel Yehuda,11000.0,3.0,3666.67,68.75,160.0
Ramat Gan,Tel Yehuda,9500.0,4.0,2375.0,73.08,129.99452654625068
Ramat Gan,Tel Yehuda,4500.0,2.0,2250.0,109.76,40.998542274052475
Ramat Gan,Tel Yehuda,4600.0,2.0,2300.0,70.77,64.99929348594037
Ramat Gan,Ramat Yitzhak,9000.0,4.0,2250.0,90.0,100.0
Ramat Gan,Ramat Yitzhak,3200.0,1.5,2133.33,114.29,27.998950039373522
Ramat Gan,גבעת קוזלובסקי,7500.0,3.0,2500.0,78.12,96.00614439324116
Ramat Gan,Yad Labanim,6900.0,3.5,1971.43,75.0,92.0
Ramat Gan,Negba Complex,5600.0,3.0,1866.67,70.0,80.0
Ramat Gan,שיינקין,7800.0,4.0,1950.0,60.0,130.0
Ramat Gan,Hillel,8700.0,3.0,2900.0,133.85,64.99813223757938
Ramat Gan,Hillel,8000.0,3.0,2666.67,97.56,82.00082000820008
Ramat Gan,Hillel,6990.0,3.0,2330.0,102.79,68.00272400038914
Ramat Gan,Hillel,7200.0,3.0,2400.0,90.0,80.0
Ramat Gan,Hillel,9300.0,5.0,1860.0,78.15,119.00191938579654
Ramat Gan,Hillel,9200.0,5.0,1840.0,77.31,119.0014228430992
Ramat Gan,Yad Labanim,8300.0,4.0,2075.0,92.22,90.00216872695728
Ramat Gan,Hillel,4000.0,2.0,2000.0,72.73,54.99793757734085
Ramat Gan,Hillel,8100.0,4.0,2025.0,90.0,90.0
Ramat Gan,Hillel,7200.0,3.0,2400.0,102.86,69.9980556095664
Ramat Gan,Hillel,11000.0,7.0,1571.43,40.74,270.0049091801669
Ramat Gan,Hillel,6190.0,3.0,2063.33,88.43,69.99886916204908
Ramat Gan,Hillel,6800.0,3.0,2266.67,97.14,70.00205888408483
Ramat Gan,Hillel,8200.0,4.0,2050.0,93.18,88.00171710667524
Ramat Gan,Hillel,8500.0,4.0,2125.0,96.59,88.00082824308934
Ramat Gan,Hillel,7500.0,3.0,2500.0,93.75,80.0
Ramat Gan,Hillel,4750.0,2.5,1900.0,67.86,69.99705275567345
Ramat Gan,Hillel,8500.0,3.0,2833.33,113.33,75.00220594723375
Ramat Gan,Hillel,5500.0,3.0,1833.33,84.62,64.99645473883243
Ramat Gan,Hillel,9000.0,5.0,1800.0,79.65,112.99435028248587
Ramat Gan,Hillel,8300.0,4.0,2075.0,89.25,92.99719887955182
Ramat Gan,Hillel,9300.0,3.0,3100.0,93.0,100.0
Ramat Gan,Hillel,7500.0,3.0,2500.0,107.14,70.00186671644578
Ramat Gan,Har Shalom,6900.0,3.0,2300.0,98.57,70.00101450745663
Ramat Gan,Hillel,7400.0,3.0,2466.67,94.87,78.0014757035944
Ramat Gan,Hillel,8400.0,4.0,2100.0,93.33,90.00321440051431
Ramat Gan,Hillel,8200.0,4.0,2050.0,91.11,90.00109757436066
Ramat Gan,Hillel,8800.0,4.0,2200.0,97.78,89.9979545919411
Ramat Gan,Hillel,9700.0,3.0,3233.33,129.33,75.00193303951131
Ramat Gan,Hillel,7500.0,4.0,1875.0,83.33,90.00360014400576
Ramat Gan,Hillel,9300.0,5.0,1860.0,82.3,113.00121506682868
Ramat Gan,Yad Labanim,7500.0,3.0,2500.0,102.74,72.99980533385245
Ramat Gan,Hillel,6500.0,2.0,3250.0,112.07,57.999464620326584
Ramat Gan,Har Shalom,9500.0,5.0,1900.0,88.79,106.994030859331
Ramat Gan,City Center C,7900.0,4.5,1755.56,79.0,100.0
Ramat Gan,Yad Labanim,4200.0,2.5,1680.0,64.62,64.9953574744661
Ramat Gan,Poalei HaRakevet,4200.0,2.5,1680.0,60.0,70.0
Ramat Gan,City Center C,4900.0,2.0,2450.0,81.67,59.99755112036243
Ramat Gan,Har Shalom,6500.0,5.0,1300.0,54.17,119.99261583902529
Ramat Gan,City Center C,20600.0,5.0,4120.0,114.44,180.0069905627403
Ramat Gan,Yad Labanim,8500.0,4.0,2125.0,85.0,100.0
