City,Neighborhood,price,rooms,price_per_room,price_per_sqm
Haifa,Neve Shaanan,3300.0,3.0,1100.0,47.14
Haifa,Neve Shaanan,3800.0,3.5,1085.71,38.0
Haifa,Neve Shaanan,3500.0,3.5,1000.0,46.67
Haifa,Neve Shaanan,4300.0,3.0,1433.33,53.75
Haifa,Neve Shaanan,4200.0,5.0,840.0,42.0
Haifa,Neve Paz,3610.0,4.0,902.5,36.1
Haifa,Neve Paz,3200.0,3.0,1066.67,40.0
Haifa,Central Carmel,3600.0,2.5,1440.0,66.67
Haifa,Central Carmel,7300.0,4.0,1825.0,76.84
Haifa,Central Carmel,3900.0,2.0,1950.0,65.0
Haifa,Central Carmel,7500.0,4.0,1875.0,44.12
Haifa,Central Carmel,4300.0,2.0,2150.0,95.56
Haifa,Central Carmel,3600.0,3.0,1200.0,51.43
Haifa,Central Carmel,4700.0,3.0,1566.67,75.81
Haifa,Central Carmel,4400.0,3.0,1466.67,55.0
Haifa,Central Carmel,4150.0,4.5,922.22,33.2
Haifa,Central Carmel,4000.0,3.0,1333.33,36.36
Haifa,Central Carmel,6750.0,4.0,1687.5,50.0
Haifa,Central Carmel,6500.0,5.0,1300.0,51.18
Haifa,Central Carmel,6900.0,4.0,1725.0,55.2
Haifa,Central Carmel,3900.0,3.0,1300.0,55.71
Haifa,North Carmel,5800.0,3.0,1933.33,53.7
Haifa,Central Carmel,6500.0,3.0,2166.67,112.07
Haifa,Central Carmel,9200.0,4.0,2300.0,80.7
Haifa,Central Carmel,5500.0,3.0,1833.33,94.83
Haifa,Carmelia,8000.0,4.0,2000.0,86.96
Haifa,Ahuza,5000.0,5.0,1000.0,45.45
Haifa,Old Carmel,4400.0,3.5,1257.14,38.26
Haifa,Ramat Hadar,3200.0,2.5,1280.0,64.0
Haifa,Hadar HaCarmel,4500.0,4.0,1125.0,45.0
Haifa,Hadar HaCarmel,3500.0,3.0,1166.67,50.0
Haifa,Hadar HaCarmel,3200.0,3.5,914.29,32.0
Haifa,Hadar HaCarmel,3500.0,3.0,1166.67,46.67
Haifa,Hadar HaCarmel,3900.0,3.0,1300.0,45.88
Haifa,Hadar HaCarmel,3000.0,2.0,1500.0,46.15
Haifa,Hadar HaCarmel,3200.0,4.0,800.0,40.0
Haifa,Hadar HaCarmel,3300.0,3.0,1100.0,50.77
Haifa,Hadar HaCarmel,4000.0,3.5,1142.86,40.0
Haifa,Hadar HaCarmel,3650.0,3.0,1216.67,36.5
Haifa,Hadar HaCarmel,3500.0,2.5,1400.0,53.85
Haifa,Hadar HaCarmel,4000.0,2.0,2000.0,61.54
Haifa,Hadar HaCarmel,3000.0,3.5,857.14,35.29
Haifa,Hadar HaCarmel,3700.0,2.0,1850.0,74.0
