City,Neighborhood,price,rooms,price_per_room,price_per_sqm
Ramat Gan,HaRishonim,18000.0,5.0,3600.0,89.11
Ramat Gan,HaRishonim,7200.0,4.0,1800.0,74.23
Ramat Gan,HaRishonim,8000.0,3.0,2666.67,88.89
Ramat Gan,Nahalat Ganim,5500.0,2.5,2200.0,78.57
Ramat Gan,City Center C,9000.0,3.0,3000.0,98.9
Ramat Gan,City Center B,8000.0,2.5,3200.0,133.33
Ramat Gan,HaRishonim,5300.0,2.0,2650.0,88.33
Ramat Gan,City Center C,5800.0,4.0,1450.0,68.24
Ramat Gan,City Center C,8000.0,5.0,1600.0,66.67
Ramat Gan,City Center C,6500.0,2.5,2600.0,108.33
Ramat Gan,HaGefen,5600.0,3.0,1866.67,76.71
Ramat Gan,City Center C,9000.0,3.0,3000.0,109.76
Ramat Gan,Nahalat Ganim,3780.0,2.0,1890.0,96.92
Ramat Gan,Tel Binyamin,7800.0,3.5,2228.57,100.0
Ramat Gan,HaHashmonaim,4800.0,2.0,2400.0,106.67
Ramat Gan,City Center B,6300.0,4.0,1575.0,63.0
Ramat Gan,HaHashmonaim,7500.0,4.0,1875.0,71.43
Ramat Gan,Ramat Yitzhak,5300.0,3.0,1766.67,58.89
Ramat Gan,HaGefen,5200.0,2.0,2600.0,74.29
Ramat Gan,HaGefen,6700.0,3.0,2233.33,69.79
Ramat Gan,Nahalat Ganim,6000.0,3.0,2000.0,78.95
Ramat Gan,Poalei HaRakevet,6500.0,4.0,1625.0,65.0
Ramat Gan,City Center B,5000.0,3.0,1666.67,55.56
Ramat Gan,Nahalat Ganim,8200.0,3.0,2733.33,112.33
Ramat Gan,HaHashmonaim,7500.0,4.0,1875.0,60.0
Ramat Gan,Nahalat Ganim,9500.0,5.0,1900.0,96.94
Ramat Gan,HaHashmonaim,8000.0,4.0,2000.0,68.38
Ramat Gan,City Center C,3800.0,2.0,1900.0,69.09
Ramat Gan,HaRishonim,6300.0,2.5,2520.0,74.12
Ramat Gan,City Center C,6200.0,3.5,1771.43,62.0
Ramat Gan,Tel Binyamin,9000.0,4.0,2250.0,90.0
Ramat Gan,Ramat Shikma,6200.0,3.0,2066.67,72.94
Ramat Gan,Neve Ram,8300.0,4.0,2075.0,78.3
Ramat Gan,Ramat Shikma,6500.0,2.5,2600.0,141.3
Ramat Gan,Yad Labanim,6700.0,4.0,1675.0,67.0
Ramat Gan,Neve Ram,5500.0,3.5,1571.43,68.75
Ramat Gan,Ramat Yitzhak,7200.0,3.0,2400.0,96.0
Ramat Gan,Negba Complex,7200.0,5.0,1440.0,49.32
Ramat Gan,Ramat Hen,8900.0,5.0,1780.0,51.45
Ramat Gan,Ramat Yitzhak,5750.0,3.5,1642.86,76.67
Ramat Gan,Neve Yehoshua,8500.0,5.5,1545.45,70.83
Ramat Gan,Negba Complex,4000.0,3.0,1333.33,44.44
Ramat Gan,Neve Ram,4800.0,3.0,1600.0,68.57
Ramat Gan,Neve Ram,4350.0,3.0,1450.0,72.5
Ramat Gan,ערמונים,7000.0,5.0,1400.0,60.87
Ramat Gan,Tel Ganim,16000.0,5.0,3200.0,100.0
Ramat Gan,Ramat Yitzhak,8800.0,4.0,2200.0,94.62
Ramat Gan,Neve Ram,7600.0,4.0,1900.0,89.41
Ramat Gan,Ramat Amidar,7000.0,4.0,1750.0,70.0
Ramat Gan,Ramat Shikma,5600.0,3.0,1866.67,70.0
Ramat Gan,Neve Ram,7500.0,4.0,1875.0,75.0
Ramat Gan,Neve Ram,6900.0,4.0,1725.0,57.5
Ramat Gan,Neve Yehoshua,4200.0,2.0,2100.0,61.76
Ramat Gan,Neve Ram,7100.0,4.5,1577.78,67.62
Ramat Gan,Neve Ram,7000.0,4.0,1750.0,70.0
Ramat Gan,Neve Ram,3500.0,2.0,1750.0,116.67
Ramat Gan,Neve Ram,4200.0,3.5,1200.0,52.5
Ramat Gan,Neve Ram,7700.0,3.0,2566.67,85.56
Ramat Gan,City Center C,17500.0,5.0,3500.0,87.5
Ramat Gan,City Center C,7100.0,3.0,2366.67,88.75
Ramat Gan,City Center C,5950.0,3.5,1700.0,70.0
Ramat Gan,City Center C,9000.0,5.0,1800.0,84.91
Ramat Gan,City Center B,7600.0,4.0,1900.0,63.33
Ramat Gan,Har Shalom,5500.0,3.5,1571.43,61.11
Ramat Gan,HaHashmonaim,5500.0,3.0,1833.33,68.75
Ramat Gan,HaGefen,5750.0,2.5,2300.0,87.12
Ramat Gan,City Center B,7000.0,3.5,2000.0,73.68
Ramat Gan,Nahalat Ganim,12500.0,5.0,2500.0,108.7
Ramat Gan,Nahalat Ganim,9900.0,4.0,2475.0,104.21
Ramat Gan,City Center B,7000.0,3.5,2000.0,75.27
Ramat Gan,City Center B,10500.0,5.0,2100.0,92.11
Ramat Gan,HaGefen,6000.0,3.0,2000.0,85.71
Ramat Gan,HaGefen,8200.0,3.5,2342.86,88.17
Ramat Gan,Nahalat Ganim,5800.0,2.0,2900.0,89.23
Ramat Gan,City Center B,4500.0,6.0,750.0,75.0
